INFO: COLUMN RESSEQ ATOM  INDEX    X        Y         Z
DATA: ANCHOR     46   CA      2 38.33700 18.84600 70.01900
DATA: ANCHOR     49   CA     11 32.96200 15.72200 71.01700
DATA: ANCHOR     52   CA     20 27.97300 17.03000 72.95500

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: INTERV    53    52      H    HA    26    22      2.65399836      2.85399836

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID0    46    46     CA     C     2     3      1.52289205      1.52289205
DATA: RIGID0    46    47     CA     N     2     4      2.40909357      2.40909357
DATA: RIGID0    46    47     CA    CA     2     5      3.75057996      3.75057996
DATA: RIGID0    46    47     CA     C     2     6      4.42632319      4.42632319
DATA: RIGID0    46    48     CA     N     2     7      4.33842674      4.33842674
DATA: RIGID0    46    48     CA    CA     2     8      5.54731383      5.54731383
DATA: RIGID0    46    48     CA     C     2     9      6.07678958      6.07678958
DATA: RIGID0    46    49     CA     N     2    10      5.41363843      5.41363843
DATA: RIGID0    46    49     CA    CA     2    11      6.29650738      6.29650738
DATA: RIGID0    46    47      C     N     3     4      1.34133169      1.34133169
DATA: RIGID0    46    47      C    CA     3     5      2.37508923      2.37508923
DATA: RIGID0    46    47      C     C     3     6      2.99877574      2.99877574
DATA: RIGID0    46    48      C     N     3     7      3.17707819      3.17707819
DATA: RIGID0    46    48      C    CA     3     8      4.46946189      4.46946189
DATA: RIGID0    46    48      C     C     3     9      4.99964915      4.99964915
DATA: RIGID0    46    49      C     N     3    10      4.36370498      4.36370498
DATA: RIGID0    46    49      C    CA     3    11      5.34707828      5.34707828
DATA: RIGID0    47    47      N    CA     4     5      1.45383418      1.45383418
DATA: RIGID0    47    47      N     C     4     6      2.50826042      2.50826042
DATA: RIGID0    47    48      N     N     4     7      2.80649039      2.80649039
DATA: RIGID0    47    48      N    CA     4     8      4.25936682      4.25936682
DATA: RIGID0    47    48      N     C     4     9      5.13445081      5.13445081
DATA: RIGID0    47    49      N     N     4    10      4.80287126      4.80287126
DATA: RIGID0    47    49      N    CA     4    11      5.98230432      5.98230432
DATA: RIGID0    47    47     CA     C     5     6      1.52324939      1.52324939
DATA: RIGID0    47    48     CA     N     5     7      2.41446866      2.41446866
DATA: RIGID0    47    48     CA    CA     5     8      3.78469604      3.78469604
DATA: RIGID0    47    48     CA     C     5     9      4.65116848      4.65116848
DATA: RIGID0    47    49     CA     N     5    10      4.46087739      4.46087739
DATA: RIGID0    47    49     CA    CA     5    11      5.65802439      5.65802439
DATA: RIGID0    47    48      C     N     6     7      1.32346907      1.32346907
DATA: RIGID0    47    48      C    CA     6     8      2.41282938      2.41282938
DATA: RIGID0    47    48      C     C     6     9      3.19711561      3.19711561
DATA: RIGID0    47    49      C     N     6    10      3.19205903      3.19205903
DATA: RIGID0    47    49      C    CA     6    11      4.46947039      4.46947039
DATA: RIGID0    48    48      N    CA     7     8      1.46468401      1.46468401
DATA: RIGID0    48    48      N     C     7     9      2.61110509      2.61110509
DATA: RIGID0    48    49      N     N     7    10      2.87700448      2.87700448
DATA: RIGID0    48    49      N    CA     7    11      4.30398086      4.30398086
DATA: RIGID0    48    48     CA     C     8     9      1.53494775      1.53494775
DATA: RIGID0    48    49     CA     N     8    10      2.42465329      2.42465329
DATA: RIGID0    48    49     CA    CA     8    11      3.79091592      3.79091592
DATA: RIGID0    48    49      C     N     9    10      1.32589324      1.32589324
DATA: RIGID0    48    49      C    CA     9    11      2.42094794      2.42094794
DATA: RIGID0    49    49      N    CA    10    11      1.43895661      1.43895661

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID1    49    49     CA     C    11    12      1.51683424      1.51683424
DATA: RIGID1    49    50     CA     N    11    13      2.40827048      2.40827048
DATA: RIGID1    49    50     CA    CA    11    14      3.72434207      3.72434207
DATA: RIGID1    49    50     CA     C    11    15      4.55714978      4.55714978
DATA: RIGID1    49    51     CA     N    11    16      4.53205855      4.53205855
DATA: RIGID1    49    51     CA    CA    11    17      5.78765706      5.78765706
DATA: RIGID1    49    51     CA     C    11    18      5.83917835      5.83917835
DATA: RIGID1    49    52     CA     N    11    19      4.93857731      4.93857731
DATA: RIGID1    49    52     CA    CA    11    20      5.50970319      5.50970319
DATA: RIGID1    49    50      C     N    12    13      1.31026886      1.31026886
DATA: RIGID1    49    50      C    CA    12    14      2.32921145      2.32921145
DATA: RIGID1    49    50      C     C    12    15      3.15455826      3.15455826
DATA: RIGID1    49    51      C     N    12    16      3.39505442      3.39505442
DATA: RIGID1    49    51      C    CA    12    17      4.73424167      4.73424167
DATA: RIGID1    49    51      C     C    12    18      5.05907122      5.05907122
DATA: RIGID1    49    52      C     N    12    19      4.31310184      4.31310184
DATA: RIGID1    49    52      C    CA    12    20      5.19969893      5.19969893
DATA: RIGID1    50    50      N    CA    13    14      1.44128192      1.44128192
DATA: RIGID1    50    50      N     C    13    15      2.54140298      2.54140298
DATA: RIGID1    50    51      N     N    13    16      2.87602957      2.87602957
DATA: RIGID1    50    51      N    CA    13    17      4.34788401      4.34788401
DATA: RIGID1    50    51      N     C    13    18      5.00006734      5.00006734
DATA: RIGID1    50    52      N     N    13    19      4.57304315      4.57304315
DATA: RIGID1    50    52      N    CA    13    20      5.67812661      5.67812661
DATA: RIGID1    50    50     CA     C    14    15      1.53493117      1.53493117
DATA: RIGID1    50    51     CA     N    14    16      2.47160004      2.47160004
DATA: RIGID1    50    51     CA    CA    14    17      3.87407882      3.87407882
DATA: RIGID1    50    51     CA     C    14    18      4.86745647      4.86745647
DATA: RIGID1    50    52     CA     N    14    19      4.69418387      4.69418387
DATA: RIGID1    50    52     CA    CA    14    20      5.98485440      5.98485440
DATA: RIGID1    50    51      C     N    15    16      1.33737162      1.33737162
DATA: RIGID1    50    51      C    CA    15    17      2.47999041      2.47999041
DATA: RIGID1    50    51      C     C    15    18      3.62753054      3.62753054
DATA: RIGID1    50    52      C     N    15    19      3.71430483      3.71430483
DATA: RIGID1    50    52      C    CA    15    20      5.11328056      5.11328056
DATA: RIGID1    51    51      N    CA    16    17      1.48366092      1.48366092
DATA: RIGID1    51    51      N     C    16    18      2.49841089      2.49841089
DATA: RIGID1    51    52      N     N    16    19      2.72680940      2.72680940
DATA: RIGID1    51    52      N    CA    16    20      4.14133131      4.14133131
DATA: RIGID1    51    51     CA     C    17    18      1.52372479      1.52372479
DATA: RIGID1    51    52     CA     N    17    19      2.40903717      2.40903717
DATA: RIGID1    51    52     CA    CA    17    20      3.74894993      3.74894993
DATA: RIGID1    51    52      C     N    18    19      1.31640157      1.31640157
