INFO: COLUMN RESSEQ ATOM  INDEX    X        Y         Z
DATA: ANCHOR    122   CA      2  1.03400 -3.51900 -10.72400
DATA: ANCHOR    124   CA      8  1.17100 -9.32400 -13.15000
DATA: ANCHOR    126   CA     16 -3.36000 -11.38100 -10.92100

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: INTERV   124   124      H    HA    10    11      2.74743052      2.94743052

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID0   122   122     CA     C     2     3      1.51619945      1.51619945
DATA: RIGID0   122   123     CA     N     2     4      2.43281906      2.43281906
DATA: RIGID0   122   123     CA    CA     2     5      3.80288314      3.80288314
DATA: RIGID0   122   123     CA     C     2     6      4.84066908      4.84066908
DATA: RIGID0   122   124     CA     N     2     7      4.91644793      4.91644793
DATA: RIGID0   122   124     CA    CA     2     8      6.29303330      6.29303330
DATA: RIGID0   122   123      C     N     3     4      1.33348568      1.33348568
DATA: RIGID0   122   123      C    CA     3     5      2.43778053      2.43778053
DATA: RIGID0   122   123      C     C     3     6      3.57723283      3.57723283
DATA: RIGID0   122   124      C     N     3     7      3.95712647      3.95712647
DATA: RIGID0   122   124      C    CA     3     8      5.39202412      5.39202412
DATA: RIGID0   123   123      N    CA     4     5      1.45572869      1.45572869
DATA: RIGID0   123   123      N     C     4     6      2.51589571      2.51589571
DATA: RIGID0   123   124      N     N     4     7      2.83586709      2.83586709
DATA: RIGID0   123   124      N    CA     4     8      4.29455667      4.29455667
DATA: RIGID0   123   123     CA     C     5     6      1.52269537      1.52269537
DATA: RIGID0   123   124     CA     N     5     7      2.46005048      2.46005048
DATA: RIGID0   123   124     CA    CA     5     8      3.81518486      3.81518486
DATA: RIGID0   123   124      C     N     6     7      1.32606682      1.32606682
DATA: RIGID0   123   124      C    CA     6     8      2.42625767      2.42625767
DATA: RIGID0   124   124      N    CA     7     8      1.46054336      1.46054336

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: HYDRORIG0   123   124     CA     H     5    10      2.62656094      2.62656094
DATA: HYDRORIG0   123   124      C     H     6    10      2.01951746      2.01951746
DATA: HYDRORIG0   124   124      N     H     7    10      0.99219878      0.99219878
DATA: HYDRORIG0   124   124     CA     H     8    10      2.12145515      2.12145515
DATA: HYDRORIG0   124   124      N    HA     7    11      2.02713404      2.02713404
DATA: HYDRORIG0   124   124     CA    HA     8    11      1.09951217      1.09951217

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID1   124   124     CA     C     8     9      1.51324624      1.51324624
DATA: RIGID1   124   125     CA     N     8    12      2.46793437      2.46793437
DATA: RIGID1   124   125     CA    CA     8    13      3.83436960      3.83436960
DATA: RIGID1   124   125     CA     C     8    14      4.54083770      4.54083770
DATA: RIGID1   124   126     CA     N     8    15      4.31400843      4.31400843
DATA: RIGID1   124   126     CA    CA     8    16      5.45249032      5.45249032
DATA: RIGID1   124   125      C     N     9    12      1.32313788      1.32313788
DATA: RIGID1   124   125      C    CA     9    13      2.44357563      2.44357563
DATA: RIGID1   124   125      C     C     9    14      3.15416456      3.15416456
DATA: RIGID1   124   126      C     N     9    15      3.20327544      3.20327544
DATA: RIGID1   124   126      C    CA     9    16      4.46645311      4.46645311
DATA: RIGID1   125   125      N    CA    12    13      1.45329487      1.45329487
DATA: RIGID1   125   125      N     C    12    14      2.46803767      2.46803767
DATA: RIGID1   125   126      N     N    12    15      2.72318925      2.72318925
DATA: RIGID1   125   126      N    CA    12    16      4.14891717      4.14891717
DATA: RIGID1   125   125     CA     C    13    14      1.51953883      1.51953883
DATA: RIGID1   125   126     CA     N    13    15      2.44406265      2.44406265
DATA: RIGID1   125   126     CA    CA    13    16      3.81864804      3.81864804
DATA: RIGID1   125   126      C     N    14    15      1.33175441      1.33175441
DATA: RIGID1   125   126      C    CA    14    16      2.45264357      2.45264357
DATA: RIGID1   126   126      N    CA    15    16      1.44524141      1.44524141

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: HYDRORIG1   124   124      C    HA     9    11      2.11030602      2.11030602

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID2   126   126     CA     C    16    17      1.52043274      1.52043274
DATA: RIGID2   126   127     CA     N    16    18      2.44716334      2.44716334
DATA: RIGID2   126   127     CA    CA    16    19      3.80566319      3.80566319
DATA: RIGID2   126   127     CA     C    16    20      4.38034745      4.38034745
DATA: RIGID2   126   128     CA     N    16    21      5.31754315      5.31754315
DATA: RIGID2   126   128     CA    CA    16    22      6.33602403      6.33602403
DATA: RIGID2   126   128     CA     C    16    23      7.22697913      7.22697913
DATA: RIGID2   126   129     CA     N    16    24      7.54217298      7.54217298
DATA: RIGID2   126   129     CA    CA    16    25      8.66383835      8.66383835
DATA: RIGID2   126   129     CA     C    16    26      8.57725729      8.57725729
DATA: RIGID2   126   122     CA     N    16     1      9.25652106      9.25652106
DATA: RIGID2   126   122     CA    CA    16     2      9.00872280      9.00872280
DATA: RIGID2   126   127      C     N    17    18      1.32711760      1.32711760
DATA: RIGID2   126   127      C    CA    17    19      2.40949398      2.40949398
DATA: RIGID2   126   127      C     C    17    20      2.96395958      2.96395958
DATA: RIGID2   126   128      C     N    17    21      3.83732435      3.83732435
DATA: RIGID2   126   128      C    CA    17    22      4.95051241      4.95051241
DATA: RIGID2   126   128      C     C    17    23      5.88175554      5.88175554
DATA: RIGID2   126   129      C     N    17    24      6.15469790      6.15469790
DATA: RIGID2   126   129      C    CA    17    25      7.34405857      7.34405857
DATA: RIGID2   126   129      C     C    17    26      7.42455629      7.42455629
DATA: RIGID2   126   122      C     N    17     1     10.13998202     10.13998202
DATA: RIGID2   126   122      C    CA    17     2      9.90436285      9.90436285
DATA: RIGID2   127   127      N    CA    18    19      1.46410317      1.46410317
DATA: RIGID2   127   127      N     C    18    20      2.44398391      2.44398391
DATA: RIGID2   127   128      N     N    18    21      3.53712108      3.53712108
DATA: RIGID2   127   128      N    CA    18    22      4.78886488      4.78886488
DATA: RIGID2   127   128      N     C    18    23      5.46319043      5.46319043
DATA: RIGID2   127   129      N     N    18    24      5.46909091      5.46909091
DATA: RIGID2   127   129      N    CA    18    25      6.53528190      6.53528190
DATA: RIGID2   127   129      N     C    18    26      6.57416832      6.57416832
DATA: RIGID2   127   122      N     N    18     1      9.92993612      9.92993612
DATA: RIGID2   127   122      N    CA    18     2      9.82834838      9.82834838
DATA: RIGID2   127   127     CA     C    19    20      1.51493541      1.51493541
DATA: RIGID2   127   128     CA     N    19    21      2.41382143      2.41382143
DATA: RIGID2   127   128     CA    CA    19    22      3.78892058      3.78892058
DATA: RIGID2   127   128     CA     C    19    23      4.40096830      4.40096830
DATA: RIGID2   127   129     CA     N    19    24      4.24494348      4.24494348
DATA: RIGID2   127   129     CA    CA    19    25      5.36500451      5.36500451
DATA: RIGID2   127   129     CA     C    19    26      5.64891402      5.64891402
DATA: RIGID2   127   122     CA     N    19     1     10.98589244     10.98589244
DATA: RIGID2   127   122     CA    CA    19     2     10.88529032     10.88529032
DATA: RIGID2   127   128      C     N    20    21      1.33376565      1.33376565
DATA: RIGID2   127   128      C    CA    20    22      2.43181029      2.43181029
DATA: RIGID2   127   128      C     C    20    23      3.03861942      3.03861942
DATA: RIGID2   127   129      C     N    20    24      3.19195139      3.19195139
DATA: RIGID2   127   129      C    CA    20    25      4.43129009      4.43129009
DATA: RIGID2   127   129      C     C    20    26      4.73107724      4.73107724
DATA: RIGID2   127   122      C     N    20     1     12.30945377     12.30945377
DATA: RIGID2   127   122      C    CA    20     2     12.23436652     12.23436652
DATA: RIGID2   128   128      N    CA    21    22      1.45900736      1.45900736
DATA: RIGID2   128   128      N     C    21    23      2.47211079      2.47211079
DATA: RIGID2   128   129      N     N    21    24      2.78674529      2.78674529
DATA: RIGID2   128   129      N    CA    21    25      4.21221103      4.21221103
DATA: RIGID2   128   129      N     C    21    26      4.89585724      4.89585724
DATA: RIGID2   128   122      N     N    21     1     13.35595335     13.35595335
DATA: RIGID2   128   122      N    CA    21     2     13.19512990     13.19512990
DATA: RIGID2   128   128     CA     C    22    23      1.51769605      1.51769605
DATA: RIGID2   128   129     CA     N    22    24      2.44351090      2.44351090
DATA: RIGID2   128   129     CA    CA    22    25      3.82039737      3.82039737
DATA: RIGID2   128   129     CA     C    22    26      4.56562160      4.56562160
DATA: RIGID2   128   122     CA     N    22     1     14.69724868     14.69724868
DATA: RIGID2   128   122     CA    CA    22     2     14.55837440     14.55837440
DATA: RIGID2   128   129      C     N    23    24      1.32941278      1.32941278
