INFO: COLUMN RESSEQ ATOM  INDEX    X        Y         Z
DATA: ANCHOR    420   CA      2 76.17800 55.03500 15.74800
DATA: ANCHOR    422   CA      8 77.45400 55.60300 22.44500
DATA: ANCHOR    424   CA     14 77.79700 53.67100 27.51600

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: INTERV   425   424      H    HA    20    16      2.46510224      2.66510224

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID0   420   420     CA     C     2     3      1.53415804      1.53415804
DATA: RIGID0   420   421     CA     N     2     4      2.43974781      2.43974781
DATA: RIGID0   420   421     CA    CA     2     5      3.83109661      3.83109661
DATA: RIGID0   420   421     CA     C     2     6      4.69550481      4.69550481
DATA: RIGID0   420   422     CA     N     2     7      5.77765448      5.77765448
DATA: RIGID0   420   422     CA    CA     2     8      6.84109699      6.84109699
DATA: RIGID0   420   421      C     N     3     4      1.32995802      1.32995802
DATA: RIGID0   420   421      C    CA     3     5      2.45644963      2.45644963
DATA: RIGID0   420   421      C     C     3     6      3.58505611      3.58505611
DATA: RIGID0   420   422      C     N     3     7      4.58964127      4.58964127
DATA: RIGID0   420   422      C    CA     3     8      5.81833518      5.81833518
DATA: RIGID0   421   421      N    CA     4     5      1.46719751      1.46719751
DATA: RIGID0   421   421      N     C     4     6      2.36703579      2.36703579
DATA: RIGID0   421   422      N     N     4     7      3.51865339      3.51865339
DATA: RIGID0   421   422      N    CA     4     8      4.69305562      4.69305562
DATA: RIGID0   421   421     CA     C     5     6      1.52526008      1.52526008
DATA: RIGID0   421   422     CA     N     5     7      2.43178976      2.43178976
DATA: RIGID0   421   422     CA    CA     5     8      3.79270582      3.79270582
DATA: RIGID0   421   422      C     N     6     7      1.32204588      1.32204588
DATA: RIGID0   421   422      C    CA     6     8      2.40649854      2.40649854
DATA: RIGID0   422   422      N    CA     7     8      1.45411894      1.45411894

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID1   422   422     CA     C     8     9      1.51824060      1.51824060
DATA: RIGID1   422   423     CA     N     8    10      2.41097065      2.41097065
DATA: RIGID1   422   423     CA    CA     8    11      3.81063551      3.81063551
DATA: RIGID1   422   423     CA     C     8    12      4.44485587      4.44485587
DATA: RIGID1   422   424     CA     N     8    13      4.33943385      4.33943385
DATA: RIGID1   422   424     CA    CA     8    14      5.43739957      5.43739957
DATA: RIGID1   422   423      C     N     9    10      1.33412637      1.33412637
DATA: RIGID1   422   423      C    CA     9    11      2.46496773      2.46496773
DATA: RIGID1   422   423      C     C     9    12      3.06035661      3.06035661
DATA: RIGID1   422   424      C     N     9    13      3.24730596      3.24730596
