INFO: COLUMN RESSEQ ATOM  INDEX    X        Y         Z
DATA: ANCHOR    334   CA      2 36.19500 19.82000 64.15300
DATA: ANCHOR    336   CA      8 30.69200 16.28000 66.27100
DATA: ANCHOR    338   CA     14 26.38100 12.11400 68.89200

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: INTERV   339   338      H    HA    20    16      3.04448148      3.24448148

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID0   334   334     CA     C     2     3      1.48708915      1.48708915
DATA: RIGID0   334   335     CA     N     2     4      2.37855724      2.37855724
DATA: RIGID0   334   335     CA    CA     2     5      3.75703001      3.75703001
DATA: RIGID0   334   335     CA     C     2     6      4.64885765      4.64885765
DATA: RIGID0   334   336     CA     N     2     7      5.83772008      5.83772008
DATA: RIGID0   334   336     CA    CA     2     8      6.87753841      6.87753841
DATA: RIGID0   334   335      C     N     3     4      1.30656567      1.30656567
DATA: RIGID0   334   335      C    CA     3     5      2.42565784      2.42565784
DATA: RIGID0   334   335      C     C     3     6      3.54583737      3.54583737
DATA: RIGID0   334   336      C     N     3     7      4.62067294      4.62067294
DATA: RIGID0   334   336      C    CA     3     8      5.80494109      5.80494109
DATA: RIGID0   335   335      N    CA     4     5      1.44921694      1.44921694
DATA: RIGID0   335   335      N     C     4     6      2.36455761      2.36455761
DATA: RIGID0   335   336      N     N     4     7      3.54527797      3.54527797
DATA: RIGID0   335   336      N    CA     4     8      4.67780255      4.67780255
DATA: RIGID0   335   335     CA     C     5     6      1.51155912      1.51155912
DATA: RIGID0   335   336     CA     N     5     7      2.37423295      2.37423295
DATA: RIGID0   335   336     CA    CA     5     8      3.70220055      3.70220055
DATA: RIGID0   335   336      C     N     6     7      1.30271763      1.30271763
DATA: RIGID0   335   336      C    CA     6     8      2.32968799      2.32968799
DATA: RIGID0   336   336      N    CA     7     8      1.43594323      1.43594323

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID1   336   336     CA     C     8     9      1.52497272      1.52497272
DATA: RIGID1   336   337     CA     N     8    10      2.41149447      2.41149447
DATA: RIGID1   336   337     CA    CA     8    11      3.78518288      3.78518288
DATA: RIGID1   336   337     CA     C     8    12      4.73243496      4.73243496
DATA: RIGID1   336   338     CA     N     8    13      5.38090270      5.38090270
DATA: RIGID1   336   338     CA    CA     8    14      6.54292876      6.54292876
DATA: RIGID1   336   337      C     N     9    10      1.32394261      1.32394261
DATA: RIGID1   336   337      C    CA     9    11      2.40579332      2.40579332
DATA: RIGID1   336   337      C     C     9    12      3.50611961      3.50611961
DATA: RIGID1   336   338      C     N     9    13      4.09564670      4.09564670
DATA: RIGID1   336   338      C    CA     9    14      5.38941082      5.38941082
DATA: RIGID1   337   337      N    CA    10    11      1.47040184      1.47040184
