INFO: COLUMN RESSEQ ATOM  INDEX    X        Y         Z
DATA: ANCHOR     20   CA      2 -8.31300  0.85500 30.24800
DATA: ANCHOR     22   CA      8 -8.28600  7.11500 30.64600
DATA: ANCHOR     24   CA     14 -3.47200  6.58700 27.14800

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: INTERV    25    24      H    HA    20    16      3.47566378      3.67566378

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID0    20    20     CA     C     2     3      1.51129363      1.51129363
DATA: RIGID0    20    21     CA     N     2     4      2.45579226      2.45579226
DATA: RIGID0    20    21     CA    CA     2     5      3.82120519      3.82120519
DATA: RIGID0    20    21     CA     C     2     6      4.34573346      4.34573346
DATA: RIGID0    20    22     CA     N     2     7      5.37858287      5.37858287
DATA: RIGID0    20    22     CA    CA     2     8      6.27269742      6.27269742
DATA: RIGID0    20    21      C     N     3     4      1.34472493      1.34472493
DATA: RIGID0    20    21      C    CA     3     5      2.43933542      2.43933542
DATA: RIGID0    20    21      C     C     3     6      2.95239764      2.95239764
DATA: RIGID0    20    22      C     N     3     7      3.91507579      3.91507579
DATA: RIGID0    20    22      C    CA     3     8      4.91170311      4.91170311
DATA: RIGID0    21    21      N    CA     4     5      1.47103293      1.47103293
DATA: RIGID0    21    21      N     C     4     6      2.48818095      2.48818095
DATA: RIGID0    21    22      N     N     4     7      3.59692232      3.59692232
DATA: RIGID0    21    22      N    CA     4     8      4.81341846      4.81341846
DATA: RIGID0    21    21     CA     C     5     6      1.52524772      1.52524772
DATA: RIGID0    21    22     CA     N     5     7      2.41911147      2.41911147
DATA: RIGID0    21    22     CA    CA     5     8      3.78661339      3.78661339
DATA: RIGID0    21    22      C     N     6     7      1.33595429      1.33595429
DATA: RIGID0    21    22      C    CA     6     8      2.42873599      2.42873599
DATA: RIGID0    22    22      N    CA     7     8      1.44676272      1.44676272

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID1    22    22     CA     C     8     9      1.53337168      1.53337168
DATA: RIGID1    22    23     CA     N     8    10      2.43857109      2.43857109
DATA: RIGID1    22    23     CA    CA     8    11      3.83292116      3.83292116
DATA: RIGID1    22    23     CA     C     8    12      4.71204784      4.71204784
DATA: RIGID1    22    24     CA     N     8    13      4.95855371      4.95855371
DATA: RIGID1    22    24     CA    CA     8    14      5.97405933      5.97405933
DATA: RIGID1    22    23      C     N     9    10      1.31140464      1.31140464
DATA: RIGID1    22    23      C    CA     9    11      2.44041104      2.44041104
DATA: RIGID1    22    23      C     C     9    12      3.50068305      3.50068305
DATA: RIGID1    22    24      C     N     9    13      3.81698800      3.81698800
DATA: RIGID1    22    24      C    CA     9    14      5.05332618      5.05332618
DATA: RIGID1    23    23      N    CA    10    11      1.47464640      1.47464640
DATA: RIGID1    23    23      N     C    10    12      2.44166207      2.44166207
DATA: RIGID1    23    24      N     N    10    13      3.10142567      3.10142567
DATA: RIGID1    23    24      N    CA    10    14      4.30889931      4.30889931
DATA: RIGID1    23    23     CA     C    11    12      1.54777196      1.54777196
DATA: RIGID1    23    24     CA     N    11    13      2.46779649      2.46779649
DATA: RIGID1    23    24     CA    CA    11    14      3.83217046      3.83217046
DATA: RIGID1    23    24      C     N    12    13      1.33857731      1.33857731
DATA: RIGID1    23    24      C    CA    12    14      2.43230999      2.43230999
DATA: RIGID1    24    24      N    CA    13    14      1.48316228      1.48316228

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: HYDRORIG1    24    24      N    HA    13    16      2.14317661      2.14317661
DATA: HYDRORIG1    24    24     CA    HA    14    16      1.09376101      1.09376101

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID2    24    24     CA     C    14    15      1.50877863      1.50877863
DATA: RIGID2    24    25     CA     N    14    17      2.41716489      2.41716489
DATA: RIGID2    24    25     CA    CA    14    18      3.78509682      3.78509682
DATA: RIGID2    24    25     CA     C    14    19      4.52867194      4.52867194
DATA: RIGID2    24    26     CA     N    14    21      4.41639720      4.41639720
DATA: RIGID2    24    26     CA    CA    14    22      5.62260311      5.62260311
DATA: RIGID2    24    26     CA     C    14    23      6.01709035      6.01709035
DATA: RIGID2    24    27     CA     N    14    24      5.21925197      5.21925197
DATA: RIGID2    24    27     CA    CA    14    25      6.04976936      6.04976936
DATA: RIGID2    24    27     CA     C    14    26      5.38093870      5.38093870
DATA: RIGID2    24    20     CA     N    14     1      9.47088063      9.47088063
DATA: RIGID2    24    20     CA    CA    14     2      8.11794941      8.11794941
DATA: RIGID2    24    25      C     N    15    17      1.33642845      1.33642845
DATA: RIGID2    24    25      C    CA    15    18      2.42580230      2.42580230
DATA: RIGID2    24    25      C     C    15    19      3.11299054      3.11299054
DATA: RIGID2    24    26      C     N    15    21      3.23614844      3.23614844
DATA: RIGID2    24    26      C    CA    15    22      4.51424567      4.51424567
DATA: RIGID2    24    26      C     C    15    23      4.86924624      4.86924624
DATA: RIGID2    24    27      C     N    15    24      4.12568107      4.12568107
DATA: RIGID2    24    27      C    CA    15    25      5.02457585      5.02457585
DATA: RIGID2    24    27      C     C    15    26      4.42577618      4.42577618
DATA: RIGID2    24    20      C     N    15     1     10.77645060     10.77645060
DATA: RIGID2    24    20      C    CA    15     2      9.38497330      9.38497330
DATA: RIGID2    25    25      N    CA    17    18      1.47230500      1.47230500
DATA: RIGID2    25    25      N     C    17    19      2.48111220      2.48111220
DATA: RIGID2    25    26      N     N    17    21      2.77387071      2.77387071
DATA: RIGID2    25    26      N    CA    17    22      4.21646180      4.21646180
DATA: RIGID2    25    26      N     C    17    23      4.91270120      4.91270120
DATA: RIGID2    25    27      N     N    17    24      4.49653094      4.49653094
DATA: RIGID2    25    27      N    CA    17    25      5.59905104      5.59905104
DATA: RIGID2    25    27      N     C    17    26      5.22325919      5.22325919
