INFO: COLUMN RESSEQ ATOM  INDEX    X        Y         Z
DATA: ANCHOR    178   CA      2 43.84700 21.66400  6.56500
DATA: ANCHOR    181   CA     16 53.36400 21.31600  5.64100
DATA: ANCHOR    184   CA     30 51.35600 29.76800  6.57800

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: INTERV   178   181      N    CA     1    16      8.37109290     10.59224072

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID0   178   178     CA     C     2     3      1.52513430      1.52513430
DATA: RIGID0   178   179     CA     N     2     5      2.41223332      2.41223332
DATA: RIGID0   178   179     CA    CA     2     6      3.79815333      3.79815333
DATA: RIGID0   178   179     CA     C     2     7      4.85865215      4.85865215
DATA: RIGID0   178   180     CA     N     2    10      6.07997494      6.07997494
DATA: RIGID0   178   180     CA    CA     2    11      7.29012931      7.29012931
DATA: RIGID0   178   180     CA     C     2    12      7.66411196      7.66411196
DATA: RIGID0   178   181     CA     N     2    15      8.88389255      8.88389255
DATA: RIGID0   178   181     CA    CA     2    16      9.56808075      9.56808075
DATA: RIGID0   178   179      C     N     3     5      1.32520528      1.32520528
DATA: RIGID0   178   179      C    CA     3     6      2.44415267      2.44415267
DATA: RIGID0   178   179      C     C     3     7      3.72669004      3.72669004
DATA: RIGID0   178   180      C     N     3    10      4.82449202      4.82449202
DATA: RIGID0   178   180      C    CA     3    11      6.14452584      6.14452584
DATA: RIGID0   178   180      C     C     3    12      6.61536774      6.61536774
DATA: RIGID0   178   181      C     N     3    15      7.90009818      7.90009818
DATA: RIGID0   178   181      C    CA     3    16      8.68577640      8.68577640
DATA: RIGID0   179   179      N    CA     5     6      1.45622087      1.45622087
DATA: RIGID0   179   179      N     C     5     7      2.47379007      2.47379007
DATA: RIGID0   179   180      N     N     5    10      3.67075008      3.67075008
DATA: RIGID0   179   180      N    CA     5    11      4.91111316      4.91111316
DATA: RIGID0   179   180      N     C     5    12      5.35885148      5.35885148
DATA: RIGID0   179   181      N     N     5    15      6.62210780      6.62210780
DATA: RIGID0   179   181      N    CA     5    16      7.43494116      7.43494116
DATA: RIGID0   179   179     CA     C     6     7      1.52170640      1.52170640
DATA: RIGID0   179   180     CA     N     6    10      2.41891731      2.41891731
DATA: RIGID0   179   180     CA    CA     6    11      3.79487911      3.79487911
DATA: RIGID0   179   180     CA     C     6    12      4.33897431      4.33897431
DATA: RIGID0   179   181     CA     N     6    15      5.65770506      5.65770506
DATA: RIGID0   179   181     CA    CA     6    16      6.57667445      6.57667445
DATA: RIGID0   179   180      C     N     7    10      1.32432211      1.32432211
DATA: RIGID0   179   180      C    CA     7    11      2.43761131      2.43761131
DATA: RIGID0   179   180      C     C     7    12      3.05731345      3.05731345
DATA: RIGID0   179   181      C     N     7    15      4.31898357      4.31898357
DATA: RIGID0   179   181      C    CA     7    16      5.34552292      5.34552292
DATA: RIGID0   180   180      N    CA    10    11      1.45182998      1.45182998
DATA: RIGID0   180   180      N     C    10    12      2.40136401      2.40136401
DATA: RIGID0   180   181      N     N    10    15      3.63548770      3.63548770
DATA: RIGID0   180   181      N    CA    10    16      4.82998233      4.82998233
DATA: RIGID0   180   180     CA     C    11    12      1.52526093      1.52526093
DATA: RIGID0   180   181     CA     N    11    15      2.44067816      2.44067816
DATA: RIGID0   180   181     CA    CA    11    16      3.80716014      3.80716014
DATA: RIGID0   180   181      C     N    12    15      1.33482486      1.33482486
DATA: RIGID0   180   181      C    CA    12    16      2.43012799      2.43012799
DATA: RIGID0   181   181      N    CA    15    16      1.45241141      1.45241141

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: HYDRORIG0   178   178     CA    HA     2     4      1.10392937      1.10392937
DATA: HYDRORIG0   178   178      C    HA     3     4      2.15425197      2.15425197
DATA: HYDRORIG0   178   179     HA     H     4     8      3.38450393      3.58450393
DATA: HYDRORIG0   178   179     HA    HA     4     9      4.60751926      4.80751926
DATA: HYDRORIG0   178   179     CA     H     2     8      2.53405951      2.53405951
DATA: HYDRORIG0   178   179      C     H     3     8      2.03393979      2.03393979
DATA: HYDRORIG0   179   179      N     H     5     8      1.02218530      1.02218530
DATA: HYDRORIG0   179   179     CA     H     6     8      2.13122243      2.13122243
DATA: HYDRORIG0   179   179      H    HA     8     9      2.70584797      2.90584797
DATA: HYDRORIG0   179   180      H     H     8    13      4.21745985      4.41745985
DATA: HYDRORIG0   179   180      H    HA     8    14      4.73171409      4.93171409
DATA: HYDRORIG0   179   179      N    HA     5     9      2.08433520      2.08433520
DATA: HYDRORIG0   179   179     CA    HA     6     9      1.10560464      1.10560464
DATA: HYDRORIG0   179   179      C    HA     7     9      2.15188047      2.15188047
DATA: HYDRORIG0   179   180     HA     H     9    13      2.30371780      2.50371780
DATA: HYDRORIG0   179   180     HA    HA     9    14      4.28018897      4.48018897
