INFO: COLUMN RESSEQ ATOM  INDEX    X        Y         Z
DATA: ANCHOR    291   CA      2 -8.85800 23.68500 14.63900
DATA: ANCHOR    294   CA     14 -5.93300 32.34400 15.98600
DATA: ANCHOR    297   CA     29 -11.99300 35.73300 21.72500

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: INTERV   298   297      H    HA    36    32      2.37357701      2.57357701

INFO: COLUMN RES_I RES_J  ATM_I ATM_J IDX_I IDX_J         LIJ             UIJ
DATA: RIGID0   291   291     CA     C     2     3      1.53751616      1.53751616
DATA: RIGID0   291   292     CA     N     2     4      2.39613809      2.39613809
DATA: RIGID0   291   292     CA    CA     2     5      3.78845108      3.78845108
DATA: RIGID0   291   292     CA     C     2     6      4.37653351      4.37653351
DATA: RIGID0   291   293     CA     N     2     9      5.25162250      5.25162250
DATA: RIGID0   291   293     CA    CA     2    10      6.28743960      6.28743960
DATA: RIGID0   291   293     CA     C     2    11      7.22945442      7.22945442
DATA: RIGID0   291   294     CA     N     2    13      8.15708539      8.15708539
DATA: RIGID0   291   294     CA    CA     2    14      9.23841533      9.23841533
DATA: RIGID0   291   292      C     N     3     4      1.33309762      1.33309762
DATA: RIGID0   291   292      C    CA     3     5      2.44491169      2.44491169
DATA: RIGID0   291   292      C     C     3     6      2.96543165      2.96543165
DATA: RIGID0   291   293      C     N     3     9      3.74906741      3.74906741
DATA: RIGID0   291   293      C    CA     3    10      4.86689266      4.86689266
DATA: RIGID0   291   293      C     C     3    11      5.85306431      5.85306431
DATA: RIGID0   291   294      C     N     3    13      6.86565835      6.86565835
DATA: RIGID0   291   294      C    CA     3    14      7.99308624      7.99308624
DATA: RIGID0   292   292      N    CA     4     5      1.45473292      1.45473292
DATA: RIGID0   292   292      N     C     4     6      2.45236498      2.45236498
DATA: RIGID0   292   293      N     N     4     9      3.47316581      3.47316581
DATA: RIGID0   292   293      N    CA     4    10      4.74998871      4.74998871
DATA: RIGID0   292   293      N     C     4    11      5.46784823      5.46784823
DATA: RIGID0   292   294      N     N     4    13      6.59256452      6.59256452
DATA: RIGID0   292   294      N    CA     4    14      7.57420029      7.57420029
DATA: RIGID0   292   292     CA     C     5     6      1.52071764      1.52071764
DATA: RIGID0   292   293     CA     N     5     9      2.40674398      2.40674398
DATA: RIGID0   292   293     CA    CA     5    10      3.79229387      3.79229387
DATA: RIGID0   292   293     CA     C     5    11      4.37620891      4.37620891
DATA: RIGID0   292   294     CA     N     5    13      5.61827689      5.61827689
DATA: RIGID0   292   294     CA    CA     5    14      6.56271669      6.56271669
DATA: RIGID0   292   293      C     N     6     9      1.30543891      1.30543891
DATA: RIGID0   292   293      C    CA     6    10      2.41998772      2.41998772
